age,educational-num,capital-gain,capital-loss,hours-per-week,education,marital-status,occupation,gender,income_>50K
38,9,0,0,40,HS-grad,Separated,Craft-repair,Male,0
36,13,0,0,40,Bachelors,Never-married,Prof-specialty,Female,0
32,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
29,9,0,0,32,HS-grad,Never-married,,Male,0
54,5,0,0,24,9th,Divorced,Handlers-cleaners,Male,0
39,13,0,0,40,Bachelors,Never-married,Exec-managerial,Female,0
32,13,0,0,55,Bachelors,Married-civ-spouse,Adm-clerical,Male,0
72,9,0,0,12,HS-grad,Widowed,Priv-house-serv,Female,0
20,10,0,0,10,Some-college,Never-married,Adm-clerical,Female,0
30,9,0,0,45,HS-grad,Never-married,Adm-clerical,Female,0
33,9,0,0,45,HS-grad,Married-civ-spouse,Transport-moving,Male,0
18,6,0,0,40,10th,Never-married,,Male,0
35,15,4787,0,45,Prof-school,Never-married,,Male,1
41,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
50,9,0,0,40,HS-grad,Divorced,Craft-repair,Male,1
23,10,0,0,30,Some-college,Never-married,Sales,Female,0
34,10,0,0,60,Some-college,Married-civ-spouse,Adm-clerical,Male,0
71,13,0,0,30,Bachelors,Married-civ-spouse,Prof-specialty,Male,0
67,9,0,0,32,HS-grad,Widowed,Sales,Female,0
61,7,0,0,32,11th,Widowed,Other-service,Female,1
48,3,0,0,40,5th-6th,Married-civ-spouse,Transport-moving,Male,0
25,13,0,0,40,Bachelors,Never-married,Exec-managerial,Male,0
20,10,0,0,10,Some-college,Never-married,Adm-clerical,Female,0
44,9,0,0,70,HS-grad,Married-civ-spouse,Sales,Male,0
43,10,0,0,45,Some-college,Married-civ-spouse,Craft-repair,Male,1
39,15,0,0,55,Prof-school,Never-married,Prof-specialty,Male,1
30,10,0,0,45,Some-college,Married-spouse-absent,Exec-managerial,Female,0
36,11,0,0,60,Assoc-voc,Married-civ-spouse,Farming-fishing,Male,1
90,13,0,0,40,Bachelors,Never-married,Prof-specialty,Male,0
41,13,0,0,60,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
42,13,0,0,40,Bachelors,Married-civ-spouse,Exec-managerial,Male,0
35,6,0,0,38,10th,Never-married,Other-service,Female,0
27,6,0,0,48,10th,Married-civ-spouse,Craft-repair,Male,0
38,10,0,0,40,Some-college,Divorced,Handlers-cleaners,Female,0
25,10,0,0,30,Some-college,Never-married,Protective-serv,Male,0
26,8,0,0,40,12th,Never-married,Handlers-cleaners,Male,0
20,10,0,0,30,Some-college,Never-married,Sales,Female,0
36,4,0,0,75,7th-8th,Never-married,Farming-fishing,Male,0
34,13,0,0,40,Bachelors,Married-civ-spouse,Prof-specialty,Male,0
23,13,0,0,50,Bachelors,Never-married,Sales,Male,0
22,6,0,0,40,10th,Divorced,Craft-repair,Male,0
36,13,0,0,40,Bachelors,Never-married,Other-service,Female,0
34,9,0,0,35,HS-grad,Never-married,Sales,Female,0
29,11,0,0,40,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Male,0
54,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,Male,0
25,9,0,0,37,HS-grad,Separated,Exec-managerial,Female,0
24,13,0,0,50,Bachelors,Never-married,Prof-specialty,Male,0
22,10,0,0,40,Some-college,Never-married,Prof-specialty,Female,0
41,14,15024,0,40,Masters,Married-civ-spouse,Prof-specialty,Female,1
39,9,0,0,38,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,1
60,14,0,0,50,Masters,Married-civ-spouse,Exec-managerial,Male,1
59,13,7298,0,38,Bachelors,Married-civ-spouse,Adm-clerical,Male,1
29,9,0,0,75,HS-grad,Married-civ-spouse,Exec-managerial,Male,0
40,9,0,0,84,HS-grad,Divorced,Transport-moving,Male,0
33,10,0,0,48,Some-college,Married-civ-spouse,Sales,Male,1
22,13,0,0,40,Bachelors,Never-married,Exec-managerial,Male,0
40,14,0,0,50,Masters,Married-civ-spouse,Prof-specialty,Male,0
35,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
59,4,5013,0,38,7th-8th,Married-civ-spouse,Craft-repair,Male,0
19,9,0,0,15,HS-grad,Never-married,Sales,Male,0
34,9,0,0,36,HS-grad,Divorced,Other-service,Female,0
72,12,0,0,40,Assoc-acdm,Widowed,,Female,0
56,3,0,0,40,5th-6th,Divorced,Machine-op-inspct,Female,0
51,13,0,0,55,Bachelors,Never-married,Sales,Male,1
36,10,0,0,25,Some-college,Never-married,,Female,0
37,10,0,0,40,Some-college,Divorced,Adm-clerical,Female,0
25,11,0,0,34,Assoc-voc,Separated,Other-service,Female,0
43,13,0,1876,40,Bachelors,Divorced,Tech-support,Male,0
40,12,0,0,40,Assoc-acdm,Married-civ-spouse,Adm-clerical,Male,1
31,9,0,0,32,HS-grad,Divorced,Sales,Female,0
60,9,0,0,40,HS-grad,Married-civ-spouse,Other-service,Male,0
44,10,0,2415,6,Some-college,Married-civ-spouse,Adm-clerical,Female,1
45,9,0,0,40,HS-grad,Married-civ-spouse,Protective-serv,Male,1
47,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,Male,1
29,11,0,1887,48,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Male,1
31,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
59,13,0,0,50,Bachelors,Married-civ-spouse,Prof-specialty,Male,0
48,13,0,0,60,Bachelors,Divorced,Adm-clerical,Female,0
38,9,0,0,48,HS-grad,Never-married,Farming-fishing,Male,0
34,6,0,0,40,10th,Married-civ-spouse,Machine-op-inspct,Male,0
58,9,0,0,40,HS-grad,Divorced,Other-service,Female,0
55,9,0,0,20,HS-grad,Divorced,Protective-serv,Male,0
22,9,0,0,80,HS-grad,Never-married,Other-service,Male,0
49,11,0,0,56,Assoc-voc,Married-civ-spouse,Protective-serv,Male,1
37,14,0,0,60,Masters,Married-civ-spouse,Prof-specialty,Male,1
24,11,0,0,60,Assoc-voc,Never-married,Exec-managerial,Female,0
51,10,0,0,40,Some-college,Married-civ-spouse,Transport-moving,Male,1
19,9,0,0,20,HS-grad,Never-married,,Female,0
70,9,0,0,32,HS-grad,Divorced,Protective-serv,Female,0
31,3,0,0,30,5th-6th,Never-married,Transport-moving,Male,0
24,13,0,0,25,Bachelors,Never-married,Sales,Female,0
31,7,0,0,40,11th,Married-civ-spouse,Craft-repair,Male,0
39,9,0,0,24,HS-grad,Separated,Machine-op-inspct,Female,0
41,13,0,0,60,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
50,9,0,0,15,HS-grad,Never-married,Tech-support,Male,0
64,10,0,0,10,Some-college,Widowed,Exec-managerial,Female,0
39,11,0,0,50,Assoc-voc,Married-civ-spouse,Prof-specialty,Male,0
18,8,0,0,15,12th,Never-married,Other-service,Male,0
43,10,0,0,40,Some-college,Married-civ-spouse,Exec-managerial,Male,0
62,10,0,0,60,Some-college,Married-civ-spouse,Transport-moving,Male,0
30,10,0,0,50,Some-college,Divorced,Machine-op-inspct,Male,0
28,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
27,10,0,0,40,Some-college,Never-married,Exec-managerial,Female,0
34,10,0,0,40,Some-college,Never-married,Other-service,Male,0
48,13,0,0,50,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
47,14,27828,0,40,Masters,Separated,Tech-support,Male,1
40,13,0,0,50,Bachelors,Never-married,Prof-specialty,Male,1
41,8,0,0,40,12th,Married-civ-spouse,Protective-serv,Male,0
84,3,0,0,20,5th-6th,Married-civ-spouse,,Male,0
22,10,0,0,36,Some-college,Never-married,Handlers-cleaners,Female,0
51,8,0,1564,40,12th,Widowed,Machine-op-inspct,Male,1
41,11,0,0,43,Assoc-voc,Married-civ-spouse,Craft-repair,Male,1
19,9,0,0,44,HS-grad,Never-married,,Male,0
48,10,0,0,40,Some-college,Never-married,Exec-managerial,Female,0
39,10,0,0,40,Some-college,Never-married,Craft-repair,Female,0
41,13,0,0,35,Bachelors,Married-civ-spouse,Prof-specialty,Female,1
18,10,0,0,20,Some-college,Never-married,Other-service,Male,0
50,14,0,0,40,Masters,Married-civ-spouse,Tech-support,Male,0
34,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,Male,0
77,4,0,0,20,7th-8th,Married-spouse-absent,Adm-clerical,Male,1
25,7,0,0,40,11th,Never-married,Handlers-cleaners,Male,0
35,9,0,0,36,HS-grad,Married-civ-spouse,Adm-clerical,Male,0
33,10,0,0,5,Some-college,Never-married,Other-service,Female,0
22,9,0,0,40,HS-grad,Never-married,Transport-moving,Male,0
38,7,0,0,55,11th,Divorced,Exec-managerial,Male,0
27,9,0,0,40,HS-grad,Married-civ-spouse,Other-service,Male,0
24,10,0,0,14,Some-college,Never-married,Machine-op-inspct,Male,0
29,13,0,0,55,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
61,10,0,0,40,Some-college,Married-spouse-absent,,Male,0
44,6,0,0,42,10th,Divorced,Adm-clerical,Female,0
50,13,0,0,80,Bachelors,Married-civ-spouse,Farming-fishing,Male,0
41,13,0,0,40,Bachelors,Divorced,Prof-specialty,Male,0
51,9,7688,0,40,HS-grad,Married-civ-spouse,Sales,Male,1
49,6,0,0,40,10th,Married-civ-spouse,Craft-repair,Male,0
29,10,0,0,41,Some-college,Never-married,Other-service,Female,1
28,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,Male,0
36,9,0,0,45,HS-grad,Married-civ-spouse,Craft-repair,Male,0
32,9,0,0,40,HS-grad,Never-married,Other-service,Female,0
26,10,0,0,40,Some-college,Never-married,Sales,Female,0
34,14,0,0,60,Masters,Married-civ-spouse,Farming-fishing,Male,0
55,10,0,0,50,Some-college,Married-civ-spouse,Prof-specialty,Male,0
27,6,0,0,40,10th,Divorced,Other-service,Female,0
52,2,0,0,50,1st-4th,Married-civ-spouse,Craft-repair,Male,0
30,13,0,0,40,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
58,3,0,0,40,5th-6th,Married-civ-spouse,,Male,0
42,14,0,0,32,Masters,Divorced,Prof-specialty,Female,0
21,12,0,0,40,Assoc-acdm,Never-married,Handlers-cleaners,Male,0
43,11,3103,0,48,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,1
59,4,4865,0,40,7th-8th,Never-married,Farming-fishing,Male,0
39,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,1
19,10,0,0,20,Some-college,Never-married,Other-service,Female,0
36,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,Male,0
32,10,0,0,40,Some-college,Never-married,Adm-clerical,Female,0
50,7,0,0,40,11th,Widowed,Machine-op-inspct,Female,0
32,13,0,0,40,Bachelors,Married-civ-spouse,Craft-repair,Male,0
46,9,0,1741,40,HS-grad,Divorced,Craft-repair,Male,0
24,9,0,0,40,HS-grad,Never-married,Machine-op-inspct,Female,0
52,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
32,9,3908,0,40,HS-grad,Married-civ-spouse,Handlers-cleaners,Female,0
22,9,0,0,40,HS-grad,Never-married,,Female,0
33,10,0,0,40,Some-college,Married-civ-spouse,Prof-specialty,Male,1
28,9,0,0,50,HS-grad,Never-married,Machine-op-inspct,Female,0
48,14,0,0,40,Masters,Divorced,Exec-managerial,Male,0
20,9,0,0,20,HS-grad,Never-married,Adm-clerical,Male,0
26,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
19,10,0,0,40,Some-college,Never-married,,Female,0
50,9,0,0,40,HS-grad,Divorced,Exec-managerial,Female,0
30,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,Male,1
64,9,0,0,35,HS-grad,Married-civ-spouse,Other-service,Male,1
18,7,0,0,15,11th,Never-married,Adm-clerical,Female,0
33,3,0,0,50,5th-6th,Married-civ-spouse,Craft-repair,Male,1
24,5,0,0,37,9th,Never-married,Other-service,Female,0
50,12,15024,0,45,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Male,1
48,12,0,0,40,Assoc-acdm,Divorced,Adm-clerical,Female,0
17,7,0,0,10,11th,Never-married,Other-service,Male,0
57,13,0,0,40,Bachelors,Married-civ-spouse,Sales,Male,1
39,10,4386,0,45,Some-college,Married-civ-spouse,Sales,Male,1
25,13,0,0,50,Bachelors,Never-married,Exec-managerial,Male,0
32,9,0,0,40,HS-grad,Never-married,Machine-op-inspct,Male,0
60,10,0,0,50,Some-college,Married-civ-spouse,Sales,Male,0
26,9,0,0,48,HS-grad,Married-civ-spouse,Craft-repair,Male,0
23,3,0,0,40,5th-6th,Married-civ-spouse,Handlers-cleaners,Female,0
21,9,0,0,40,HS-grad,Never-married,Machine-op-inspct,Male,0
69,5,1424,0,35,9th,Married-civ-spouse,Other-service,Male,0
35,13,0,0,50,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
38,11,0,0,45,Assoc-voc,Divorced,Exec-managerial,Female,0
46,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
39,9,0,0,54,HS-grad,Never-married,Craft-repair,Male,0
69,9,0,0,8,HS-grad,Married-civ-spouse,,Male,0
42,3,0,0,60,5th-6th,Married-civ-spouse,Craft-repair,Male,0
21,9,0,0,40,HS-grad,Divorced,Machine-op-inspct,Male,0
35,13,0,0,60,Bachelors,Married-civ-spouse,Sales,Male,0
73,4,1264,0,10,7th-8th,Widowed,Priv-house-serv,Female,0
23,10,0,0,8,Some-college,Never-married,Adm-clerical,Female,0
38,13,0,0,40,Bachelors,Married-civ-spouse,Prof-specialty,Female,1
45,13,0,0,40,Bachelors,Married-civ-spouse,Tech-support,Male,1
25,10,0,0,40,Some-college,Divorced,Machine-op-inspct,Female,0
42,9,0,0,52,HS-grad,Married-spouse-absent,Adm-clerical,Male,0
33,9,0,0,60,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0
20,10,0,0,10,Some-college,Never-married,Adm-clerical,Female,0
33,12,0,0,50,Assoc-acdm,Married-civ-spouse,Craft-repair,Male,0
66,10,0,0,20,Some-college,Married-civ-spouse,,Male,0
38,11,0,0,50,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,1
55,10,0,0,40,Some-college,Married-civ-spouse,Protective-serv,Male,1
32,9,0,0,45,HS-grad,Married-civ-spouse,,Male,0
63,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,Male,0
40,9,0,0,45,HS-grad,Married-civ-spouse,Craft-repair,Male,0
45,4,0,0,40,7th-8th,Married-civ-spouse,Machine-op-inspct,Male,0
40,8,0,0,40,12th,Married-civ-spouse,Transport-moving,Male,0
38,9,0,0,45,HS-grad,Married-civ-spouse,Sales,Male,0
42,16,0,0,99,Doctorate,Never-married,Prof-specialty,Male,1
53,9,0,0,40,HS-grad,Married-civ-spouse,,Male,1
25,10,0,0,40,Some-college,Married-civ-spouse,Exec-managerial,Female,0
28,14,0,0,50,Masters,Married-civ-spouse,Prof-specialty,Female,1
54,4,0,0,40,7th-8th,Married-civ-spouse,Craft-repair,Male,0
22,10,0,0,25,Some-college,Never-married,Sales,Male,0
60,9,0,0,5,HS-grad,Married-civ-spouse,,Male,0
27,9,0,0,40,HS-grad,Never-married,Machine-op-inspct,Male,0
49,8,0,0,35,12th,Never-married,Transport-moving,Male,0
32,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
41,9,0,0,40,HS-grad,Married-civ-spouse,Transport-moving,Male,0
36,9,0,0,30,HS-grad,Married-civ-spouse,Craft-repair,Male,0
48,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
53,12,0,0,45,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,1
49,9,7688,0,45,HS-grad,Married-civ-spouse,Craft-repair,Male,1
37,9,0,0,35,HS-grad,Divorced,Adm-clerical,Female,0
32,14,0,0,50,Masters,Married-civ-spouse,Prof-specialty,Male,0
23,6,0,0,40,10th,Married-civ-spouse,Farming-fishing,Male,0
34,10,0,0,40,Some-college,Married-civ-spouse,Tech-support,Male,1
46,10,7298,0,45,Some-college,Married-civ-spouse,Transport-moving,Male,1
35,10,0,0,40,Some-college,Separated,Transport-moving,Male,0
19,7,0,0,28,11th,Never-married,Other-service,Female,0
30,13,0,0,18,Bachelors,Never-married,Sales,Male,0
40,12,0,0,40,Assoc-acdm,Divorced,Transport-moving,Female,0
26,9,0,0,45,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
35,13,0,0,45,Bachelors,Married-civ-spouse,Exec-managerial,Male,0
53,11,0,2001,40,Assoc-voc,Never-married,Adm-clerical,Female,0
61,9,0,0,50,HS-grad,Widowed,Sales,Male,0
45,11,0,0,40,Assoc-voc,Married-civ-spouse,Craft-repair,Male,1
44,10,0,0,40,Some-college,Married-civ-spouse,Exec-managerial,Male,1
61,12,0,0,50,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,1
23,9,0,0,40,HS-grad,Never-married,Adm-clerical,Male,0
48,11,0,0,40,Assoc-voc,Married-civ-spouse,Adm-clerical,Male,0
31,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,Female,0
33,10,0,0,36,Some-college,Never-married,Adm-clerical,Male,0
65,13,0,2377,40,Bachelors,Married-civ-spouse,,Male,1
24,9,0,0,60,HS-grad,Married-civ-spouse,Farming-fishing,Male,0
72,4,0,0,30,7th-8th,Divorced,,Male,0
62,8,0,0,37,12th,Widowed,Adm-clerical,Female,0
21,12,0,0,10,Assoc-acdm,Never-married,Tech-support,Male,0
37,7,0,0,40,11th,Married-civ-spouse,Craft-repair,Male,1
39,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
30,7,0,0,40,11th,Married-civ-spouse,Craft-repair,Male,0
54,10,0,0,40,Some-college,Divorced,Adm-clerical,Female,0
21,10,0,0,37,Some-college,Never-married,Other-service,Female,0
27,9,0,0,35,HS-grad,Never-married,Adm-clerical,Female,0
18,7,0,0,35,11th,Never-married,,Male,0
34,13,0,0,40,Bachelors,Married-civ-spouse,Craft-repair,Male,1
58,10,0,0,42,Some-college,Divorced,Other-service,Female,0
25,9,0,0,40,HS-grad,Divorced,Craft-repair,Male,0
21,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,Male,0
30,9,0,0,60,HS-grad,Separated,Handlers-cleaners,Male,0
24,13,0,0,40,Bachelors,Never-married,Adm-clerical,Male,0
43,10,0,0,50,Some-college,Divorced,Tech-support,Female,0
37,8,0,0,35,12th,Divorced,Craft-repair,Male,0
44,9,0,0,40,HS-grad,Married-civ-spouse,Transport-moving,Male,0
54,13,0,0,45,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
40,13,15024,0,50,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
27,9,0,0,40,HS-grad,Married-civ-spouse,,Female,1
18,9,0,0,20,HS-grad,Never-married,Sales,Male,0
20,7,0,0,25,11th,Never-married,Other-service,Male,0
65,9,0,0,18,HS-grad,Married-civ-spouse,Sales,Male,0
20,10,0,0,40,Some-college,Never-married,Handlers-cleaners,Female,0
38,9,4508,0,55,HS-grad,Married-civ-spouse,Sales,Male,0
62,10,0,0,30,Some-college,Divorced,Adm-clerical,Female,0
55,9,4508,0,8,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
30,13,0,0,45,Bachelors,Married-civ-spouse,Prof-specialty,Male,0
53,9,0,0,40,HS-grad,Never-married,Transport-moving,Male,0
44,9,0,0,60,HS-grad,Divorced,Exec-managerial,Female,0
20,10,0,0,40,Some-college,Never-married,Other-service,Male,0
31,15,0,0,25,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
31,9,0,0,80,HS-grad,Married-spouse-absent,Other-service,Female,0
69,9,0,1429,30,HS-grad,Widowed,Adm-clerical,Female,0
27,13,0,0,30,Bachelors,Never-married,Prof-specialty,Male,0
34,10,0,0,62,Some-college,Married-civ-spouse,Other-service,Male,0
59,9,0,1740,80,HS-grad,Married-civ-spouse,Sales,Male,0
48,10,0,0,70,Some-college,Married-civ-spouse,Sales,Male,1
27,9,0,0,40,HS-grad,Never-married,Transport-moving,Male,0
23,5,0,0,40,9th,Never-married,Machine-op-inspct,Female,0
20,10,0,0,32,Some-college,Never-married,,Female,0
43,10,0,0,65,Some-college,Never-married,Sales,Male,0
47,9,0,0,65,HS-grad,Married-civ-spouse,Tech-support,Male,1
26,9,0,0,40,HS-grad,Never-married,Adm-clerical,Female,0
19,10,0,0,40,Some-college,Never-married,,Female,0
44,13,0,0,60,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
31,12,0,0,40,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,0
40,11,0,0,35,Assoc-voc,Divorced,Handlers-cleaners,Female,0
22,12,0,0,40,Assoc-acdm,Never-married,Handlers-cleaners,Male,0
55,10,0,0,74,Some-college,Married-civ-spouse,Transport-moving,Male,1
27,10,0,0,38,Some-college,Never-married,Other-service,Male,0
49,14,0,0,50,Masters,Married-civ-spouse,Exec-managerial,Male,1
33,9,0,0,30,HS-grad,Married-civ-spouse,Other-service,Female,0
20,10,0,0,15,Some-college,Never-married,Tech-support,Female,0
33,9,0,0,40,HS-grad,Separated,,Female,0
52,9,0,0,24,HS-grad,Divorced,Priv-house-serv,Female,0
40,12,0,0,60,Assoc-acdm,Married-civ-spouse,Sales,Male,1
61,9,0,0,40,HS-grad,Divorced,Adm-clerical,Female,0
30,4,0,0,40,7th-8th,Married-civ-spouse,Transport-moving,Male,0
41,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
26,10,0,0,48,Some-college,Never-married,Sales,Male,0
31,12,0,0,50,Assoc-acdm,Married-civ-spouse,Craft-repair,Male,1
51,4,0,0,40,7th-8th,Divorced,Other-service,Female,0
51,10,0,0,40,Some-college,Married-civ-spouse,Exec-managerial,Male,1
38,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
64,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,1
65,10,0,0,20,Some-college,Married-civ-spouse,,Male,0
56,5,0,0,40,9th,Widowed,Sales,Female,0
49,5,0,0,40,9th,Married-civ-spouse,Other-service,Male,0
29,13,0,0,4,Bachelors,Married-spouse-absent,,Female,0
45,5,5178,0,40,9th,Married-civ-spouse,Adm-clerical,Male,1
38,13,0,0,40,Bachelors,Married-civ-spouse,Sales,Male,1
32,10,0,0,60,Some-college,Married-civ-spouse,Transport-moving,Male,0
69,3,1797,0,40,5th-6th,Married-civ-spouse,Adm-clerical,Male,0
55,6,0,1887,70,10th,Married-civ-spouse,Farming-fishing,Male,1
59,9,0,0,40,HS-grad,Divorced,Craft-repair,Female,0
47,6,0,0,35,10th,Married-civ-spouse,Craft-repair,Male,0
52,6,0,0,40,10th,Divorced,Machine-op-inspct,Female,0
40,13,0,0,40,Bachelors,Married-civ-spouse,Prof-specialty,Male,0
28,9,0,0,40,HS-grad,Never-married,Transport-moving,Female,0
28,9,0,0,45,HS-grad,Married-civ-spouse,Craft-repair,Male,0
26,13,0,0,40,Bachelors,Never-married,Prof-specialty,Female,0
35,13,0,1876,55,Bachelors,Never-married,Exec-managerial,Male,0
43,13,0,0,40,Bachelors,Divorced,Other-service,Female,0
33,12,2174,0,55,Assoc-acdm,Never-married,Exec-managerial,Female,0
45,11,0,0,32,Assoc-voc,Divorced,Prof-specialty,Female,0
23,10,0,0,40,Some-college,Never-married,Exec-managerial,Male,0
54,10,0,0,50,Some-college,Widowed,Craft-repair,Female,0
73,3,0,0,54,5th-6th,Married-civ-spouse,Exec-managerial,Male,1
69,12,0,0,6,Assoc-acdm,Widowed,,Female,0
37,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,Female,0
46,13,0,0,50,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
59,9,0,0,40,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,1
24,13,0,0,32,Bachelors,Never-married,Adm-clerical,Male,0
35,11,0,0,40,Assoc-voc,Married-civ-spouse,Adm-clerical,Female,0
33,13,0,0,40,Bachelors,Married-civ-spouse,Handlers-cleaners,Male,0
40,15,0,0,72,Prof-school,Married-civ-spouse,Prof-specialty,Male,0
21,1,0,0,50,Preschool,Never-married,Farming-fishing,Male,0
42,11,0,0,50,Assoc-voc,Married-civ-spouse,Prof-specialty,Male,0
53,10,0,0,40,Some-college,Divorced,Adm-clerical,Female,0
58,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,Male,1
25,7,0,0,40,11th,Never-married,Sales,Male,0
19,10,0,0,20,Some-college,Never-married,Exec-managerial,Female,0
27,13,0,0,36,Bachelors,Never-married,Tech-support,Female,0
48,15,99999,0,50,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
36,3,0,0,35,5th-6th,Never-married,Other-service,Male,0
17,7,0,0,16,11th,Never-married,Transport-moving,Female,0
29,10,0,2258,45,Some-college,Never-married,Craft-repair,Male,1
35,10,0,0,40,Some-college,Married-civ-spouse,Prof-specialty,Male,0
23,10,0,0,40,Some-college,Never-married,Adm-clerical,Female,0
29,10,0,0,40,Some-college,Never-married,Farming-fishing,Male,0
55,14,4386,0,10,Masters,Married-civ-spouse,Exec-managerial,Male,1
36,9,0,0,40,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0
39,9,0,0,40,HS-grad,Divorced,Machine-op-inspct,Female,0
56,9,0,0,40,HS-grad,Married-civ-spouse,Transport-moving,Male,0
39,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,Male,0
40,9,0,0,40,HS-grad,Never-married,Machine-op-inspct,Female,0
39,11,0,0,40,Assoc-voc,Never-married,Machine-op-inspct,Male,0
33,11,0,0,60,Assoc-voc,Married-civ-spouse,Craft-repair,Male,0
55,11,0,0,60,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,0
26,13,0,0,40,Bachelors,Never-married,Machine-op-inspct,Female,0
39,9,2829,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
51,9,0,0,40,HS-grad,Married-civ-spouse,Other-service,Male,1
32,4,0,0,35,7th-8th,Married-civ-spouse,Craft-repair,Male,0
51,9,0,2339,40,HS-grad,Divorced,Adm-clerical,Female,0
27,14,0,0,37,Masters,Never-married,Exec-managerial,Male,0
23,10,0,0,35,Some-college,Never-married,Farming-fishing,Male,0
33,6,0,0,40,10th,Married-civ-spouse,Craft-repair,Male,0
31,13,0,0,40,Bachelors,Never-married,Prof-specialty,Female,0
41,10,3464,0,40,Some-college,Married-civ-spouse,Craft-repair,Male,0
46,9,0,0,56,HS-grad,Married-civ-spouse,Protective-serv,Male,1
21,9,0,0,40,HS-grad,Never-married,Adm-clerical,Female,0
33,10,0,0,40,Some-college,Married-civ-spouse,Prof-specialty,Male,0
48,9,0,0,40,HS-grad,Separated,Machine-op-inspct,Female,0
34,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,Male,0
45,10,0,0,40,Some-college,Married-civ-spouse,Adm-clerical,Male,1
44,12,0,0,40,Assoc-acdm,Separated,Exec-managerial,Male,0
32,13,0,0,55,Bachelors,Never-married,Adm-clerical,Male,0
21,10,0,0,25,Some-college,Never-married,Other-service,Male,0
32,3,0,0,10,5th-6th,Never-married,Machine-op-inspct,Female,0
30,14,0,0,16,Masters,Never-married,Prof-specialty,Female,0
19,8,0,0,20,12th,Never-married,Other-service,Female,0
27,10,0,0,40,Some-college,Never-married,Other-service,Female,0
30,13,0,0,40,Bachelors,Never-married,Exec-managerial,Male,0
45,16,0,1977,30,Doctorate,Married-civ-spouse,Prof-specialty,Female,1
34,14,0,0,55,Masters,Married-civ-spouse,Prof-specialty,Male,0
58,14,0,0,15,Masters,Widowed,Other-service,Female,0
23,13,0,0,40,Bachelors,Never-married,Tech-support,Female,0
53,16,0,0,40,Doctorate,Married-civ-spouse,Prof-specialty,Male,1
